"Internal ID","CpG","Association ID","Occurrences","Article ID","Has Direction","Direction","Has Baseline","M-Value Baseline","Beta Baseline"
46,cg02340576,1,1,1,TRUE,increase,TRUE,,"4.25"
47,cg19738182,1,1,1,TRUE,decrease,TRUE,,"7.27"
48,cg16134607,1,1,1,TRUE,decrease,TRUE,,"19.26"
49,cg18082112,1,1,1,TRUE,decrease,TRUE,,"15.08"
50,cg02768760,1,1,1,TRUE,increase,TRUE,,"79.32"
51,cg02994018,1,1,1,TRUE,decrease,TRUE,,"11"
52,cg22449337,1,1,1,TRUE,increase,TRUE,,"89.04"
53,cg14245120,1,1,1,TRUE,increase,TRUE,,"85.22"
54,cg06296503,1,1,1,TRUE,decrease,TRUE,,"8.82"
55,cg14953026,1,2,1,TRUE,decrease,TRUE,,"5.79"
56,cg13183731,1,1,1,TRUE,decrease,TRUE,,"87.15"
57,cg18192146,1,1,1,TRUE,decrease,TRUE,,"7.58"
58,cg27468401,1,2,1,TRUE,decrease,TRUE,,"7.19"
59,cg08483723,1,1,1,TRUE,decrease,TRUE,,"16.16"
60,cg14855657,1,1,1,TRUE,decrease,TRUE,,"9.1"
61,cg08700032,1,1,1,TRUE,decrease,TRUE,,"8.75"
62,cg00313795,1,1,1,TRUE,decrease,TRUE,,"7.19"
63,cg08013270,1,1,1,TRUE,increase,TRUE,,"12.38"
64,cg04400147,1,1,1,TRUE,increase,TRUE,,"98.07"
65,cg06655217,1,1,1,TRUE,increase,TRUE,,"6.34"
66,cg20404387,1,1,1,TRUE,increase,TRUE,,"10.23"
67,cg17038049,1,1,1,TRUE,decrease,TRUE,,"87.06"
68,cg09109477,1,1,1,TRUE,increase,TRUE,,"5.21"
69,cg13499067,1,1,1,TRUE,decrease,TRUE,,"8.63"
70,cg01182690,1,1,1,TRUE,decrease,TRUE,,"8.9"
71,cg08424219,1,1,1,TRUE,increase,TRUE,,"8.15"
72,cg20488657,1,1,1,TRUE,decrease,TRUE,,"85.95"
73,cg17409891,1,1,1,TRUE,decrease,TRUE,,"10.83"
74,cg27601574,1,1,1,TRUE,decrease,TRUE,,"89.2"
75,cg17208360,1,1,1,TRUE,decrease,TRUE,,"74.5"
76,cg05321808,1,1,1,TRUE,decrease,TRUE,,"11.41"
77,cg03067903,1,1,1,TRUE,decrease,TRUE,,"92.09"
78,cg20792512,1,1,1,TRUE,decrease,TRUE,,"1.21"
79,cg07652592,1,2,1,TRUE,decrease,TRUE,,"3.62"
80,cg25820224,1,1,1,TRUE,decrease,TRUE,,"12.38"
81,cg02073511,1,2,1,TRUE,decrease,TRUE,,"11.78"
82,cg24182293,1,1,1,TRUE,decrease,TRUE,,"8.9"
83,cg05399692,1,1,1,TRUE,decrease,TRUE,,"73.65"
84,cg05199950,1,1,1,TRUE,decrease,TRUE,,"3.25"
85,cg24931561,1,1,1,TRUE,decrease,TRUE,,"11.74"
86,cg22936016,1,1,1,TRUE,decrease,TRUE,,"8.36"
87,cg26717041,1,1,1,TRUE,increase,TRUE,,"15.18"
88,cg07588439,1,1,1,TRUE,increase,TRUE,,"75.45"
89,cg03984537,1,1,1,TRUE,decrease,TRUE,,"93.67"
90,cg16047348,1,1,1,TRUE,decrease,TRUE,,"8.27"
91,cg06692871,1,1,1,TRUE,increase,TRUE,,"1.63"
92,cg24069376,1,1,1,TRUE,decrease,TRUE,,"27.56"
93,cg02407032,1,1,1,TRUE,decrease,TRUE,,"13.18"
94,cg08051602,1,1,1,TRUE,decrease,TRUE,,"10.31"
95,cg22221831,1,1,1,TRUE,increase,TRUE,,"63.41"
96,cg23963397,1,2,1,TRUE,decrease,TRUE,,"90.66"
97,cg00047050,1,2,1,TRUE,increase,TRUE,,"13.63"
98,cg03247675,1,1,1,TRUE,increase,TRUE,,"1.44"
99,cg00958884,1,1,1,TRUE,decrease,TRUE,,"8.05"
100,cg16881064,1,1,1,TRUE,decrease,TRUE,,"8.85"
101,cg21590616,1,2,1,TRUE,decrease,TRUE,,"9.07"
102,cg04423064,1,1,1,TRUE,decrease,TRUE,,"6.01"
103,cg08495456,1,1,1,TRUE,decrease,TRUE,,"8.65"
104,cg25753024,1,1,1,TRUE,increase,TRUE,,"11.84"
105,cg09502221,1,1,1,TRUE,decrease,TRUE,,"6.18"
106,cg26995992,1,1,1,TRUE,decrease,TRUE,,"6.18"
107,cg07890457,1,1,1,TRUE,decrease,TRUE,,"92.7"
108,cg17946375,1,1,1,TRUE,increase,TRUE,,"1.5"
109,cg17451422,1,1,1,TRUE,decrease,TRUE,,"12.79"
110,cg04137594,1,1,1,TRUE,decrease,TRUE,,"73.2"
111,cg00586537,1,1,1,TRUE,decrease,TRUE,,"8.84"
112,cg07571046,1,1,1,TRUE,increase,TRUE,,"6.44"
113,cg01878724,1,1,1,TRUE,increase,TRUE,,"10.78"
114,cg00038736,1,1,1,TRUE,decrease,TRUE,,"63.4"
115,cg19311889,1,1,1,TRUE,decrease,TRUE,,"7.61"
116,cg15465571,1,1,1,TRUE,decrease,TRUE,,"8.07"
117,cg20603888,1,1,1,TRUE,increase,TRUE,,"90.33"
118,cg18786969,1,1,1,TRUE,decrease,TRUE,,"7.26"
119,cg23922134,1,1,1,TRUE,decrease,TRUE,,"30.19"
120,cg21065401,1,2,1,TRUE,decrease,TRUE,,"8.52"
121,cg12102766,1,1,1,TRUE,decrease,TRUE,,"7.66"
122,cg24718465,1,2,1,TRUE,decrease,TRUE,,"28.13"
123,cg05703096,1,2,1,TRUE,decrease,TRUE,,"29.9"
124,cg01796184,1,1,1,TRUE,increase,TRUE,,"10.64"
125,cg18031021,1,1,1,TRUE,increase,TRUE,,"9.63"
126,cg09103184,1,1,1,TRUE,increase,TRUE,,"4.47"
127,cg11595794,1,1,1,TRUE,increase,TRUE,,"5.29"
128,cg22757824,1,1,1,TRUE,decrease,TRUE,,"11.98"
129,cg02061948,1,1,1,TRUE,decrease,TRUE,,"16.77"
130,cg07998554,1,1,1,TRUE,increase,TRUE,,"9.44"
131,cg11895451,1,1,1,TRUE,increase,TRUE,,"11.15"
132,cg19381811,1,1,1,TRUE,increase,TRUE,,"27.51"
133,cg14363981,1,2,1,TRUE,decrease,TRUE,,"12.98"
134,cg25271841,1,1,1,TRUE,decrease,TRUE,,"89.06"
135,cg12836085,1,1,1,TRUE,decrease,TRUE,,"18.08"
136,cg25762654,1,2,1,TRUE,decrease,TRUE,,"80.83"
137,cg23918315,1,1,1,TRUE,decrease,TRUE,,"31.06"
138,cg06257708,1,1,1,TRUE,decrease,TRUE,,"5.57"
139,cg01528492,1,1,1,TRUE,increase,TRUE,,"45.15"
140,cg07873980,1,1,1,TRUE,decrease,TRUE,,"5.52"
141,cg10116431,1,1,1,TRUE,decrease,TRUE,,"9.43"
142,cg11137615,1,1,1,TRUE,increase,TRUE,,"6.98"
143,cg26121591,1,1,1,TRUE,decrease,TRUE,,"8.93"
144,cg03135351,1,1,1,TRUE,decrease,TRUE,,"3.16"
145,cg21151769,1,1,1,TRUE,decrease,TRUE,,"15.39"
146,cg15594528,1,1,1,TRUE,increase,TRUE,,"2.69"
147,cg23141632,1,1,1,TRUE,decrease,TRUE,,"5.68"
148,cg05367846,1,1,1,TRUE,decrease,TRUE,,"33.04"
149,cg04843851,1,1,1,TRUE,decrease,TRUE,,"8.4"
150,cg00160818,1,1,1,TRUE,decrease,TRUE,,"10.88"
151,cg01634119,1,2,1,TRUE,increase,TRUE,,"6.01"
152,cg12533010,1,1,1,TRUE,increase,TRUE,,"3.43"
153,cg26155979,1,2,1,TRUE,decrease,TRUE,,"32.37"
154,cg14596623,1,1,1,TRUE,decrease,TRUE,,"14.65"
155,cg19940065,1,1,1,TRUE,decrease,TRUE,,"11.09"
156,cg06744574,1,1,1,TRUE,decrease,TRUE,,"6.66"
157,cg08892712,1,1,1,TRUE,decrease,TRUE,,"6.92"
158,cg17844553,1,1,1,TRUE,increase,TRUE,,"93"
159,cg18049045,1,1,1,TRUE,increase,TRUE,,"92.22"
160,cg12831148,1,1,1,TRUE,increase,TRUE,,"4.5"
161,cg21917950,1,1,1,TRUE,increase,TRUE,,"21.54"
162,cg08270031,1,1,1,TRUE,increase,TRUE,,"8.75"
163,cg01554410,1,1,1,TRUE,decrease,TRUE,,"21.42"
164,cg18833573,1,1,1,TRUE,decrease,TRUE,,"11.83"
165,cg20907517,1,1,1,TRUE,decrease,TRUE,,"12.5"
166,cg01141043,1,1,1,TRUE,decrease,TRUE,,"11.78"
167,cg22564317,1,1,1,TRUE,increase,TRUE,,"5.59"
168,cg10843343,1,1,1,TRUE,decrease,TRUE,,"59.58"
169,cg17859659,1,1,1,TRUE,decrease,TRUE,,"5.63"
170,cg15873673,1,1,1,TRUE,increase,TRUE,,"12.11"
171,cg23162518,1,1,1,TRUE,decrease,TRUE,,"68.21"
172,cg04672495,1,2,1,TRUE,increase,TRUE,,"12.81"
173,cg01566235,1,1,1,TRUE,increase,TRUE,,"11.4"
174,cg13937905,1,1,1,TRUE,decrease,TRUE,,"87.6"
175,cg18595258,1,1,1,TRUE,increase,TRUE,,"75.59"
176,cg12151942,1,1,1,TRUE,increase,TRUE,,"73.25"
177,cg27637873,1,1,1,TRUE,decrease,TRUE,,"90.87"
178,cg23797100,1,1,1,TRUE,increase,TRUE,,"3.64"
179,cg01266707,1,2,1,TRUE,decrease,TRUE,,"33.66"
180,cg25677314,1,1,1,TRUE,decrease,TRUE,,"84.12"
181,cg08622675,1,2,1,TRUE,increase,TRUE,,"98.08"
182,cg08102602,1,2,1,TRUE,decrease,TRUE,,"6.34"
183,cg15301694,1,1,1,TRUE,decrease,TRUE,,"92.44"
184,cg19265103,1,1,1,TRUE,increase,TRUE,,"23.04"
185,cg25447652,1,1,1,TRUE,increase,TRUE,,"5.29"
186,cg18347423,1,1,1,TRUE,decrease,TRUE,,"6.34"
187,cg27142680,1,1,1,TRUE,increase,TRUE,,"63.03"
188,cg01090661,1,1,1,TRUE,increase,TRUE,,"2.65"
189,cg02031397,1,1,1,TRUE,decrease,TRUE,,"8.34"
190,cg01892655,1,1,1,TRUE,decrease,TRUE,,"11.1"
191,cg11436430,1,1,1,TRUE,decrease,TRUE,,"3.35"
192,cg10535933,1,1,1,TRUE,decrease,TRUE,,"7.77"
193,cg26330133,1,1,1,TRUE,increase,TRUE,,"8.05"
194,cg04396098,1,1,1,TRUE,increase,TRUE,,"5.66"
195,cg00912598,1,1,1,TRUE,increase,TRUE,,"9.56"
196,cg09835486,1,1,1,TRUE,decrease,TRUE,,"7.74"
197,cg00454409,1,1,1,TRUE,decrease,TRUE,,"7.82"
198,cg12832857,1,1,1,TRUE,decrease,TRUE,,"11.22"
199,cg19764854,1,1,1,TRUE,increase,TRUE,,"9.17"
200,cg15930240,1,2,1,TRUE,decrease,TRUE,,"90.55"
201,cg13817547,1,1,1,TRUE,increase,TRUE,,"5.38"
202,cg25060573,1,1,1,TRUE,decrease,TRUE,,"7.12"
203,cg19216660,1,1,1,TRUE,increase,TRUE,,"98.33"
204,cg00466158,1,2,1,TRUE,decrease,TRUE,,"2.34"
205,cg07477137,1,1,1,TRUE,increase,TRUE,,"8.54"
206,cg02254554,1,1,1,TRUE,decrease,TRUE,,"10.18"
207,cg26903222,1,1,1,TRUE,increase,TRUE,,"83.1"
208,cg01805869,1,2,1,TRUE,decrease,TRUE,,"24.26"
209,cg23110471,1,1,1,TRUE,decrease,TRUE,,"5.23"
210,cg27519869,1,1,1,TRUE,increase,TRUE,,"5.1"
211,cg07428439,1,1,1,TRUE,decrease,TRUE,,"15.97"
212,cg03399598,1,1,1,TRUE,increase,TRUE,,"9.58"
213,cg20560186,1,1,1,TRUE,decrease,TRUE,,"8.87"
214,cg08905652,1,1,1,TRUE,increase,TRUE,,"4.42"
215,cg03889226,1,1,1,TRUE,decrease,TRUE,,"8.01"
216,cg16692998,1,1,1,TRUE,decrease,TRUE,,"11.66"
217,cg22466620,1,1,1,TRUE,decrease,TRUE,,"13.18"
218,cg22122414,1,1,1,TRUE,decrease,TRUE,,"7.84"
219,cg04878152,1,1,1,TRUE,decrease,TRUE,,"19.02"
220,cg00626599,1,1,1,TRUE,increase,TRUE,,"7"
221,cg02715115,1,1,1,TRUE,increase,TRUE,,"4.87"
222,cg05124756,1,1,1,TRUE,decrease,TRUE,,"7.49"
223,cg26410311,1,1,1,TRUE,decrease,TRUE,,"9.08"
224,cg08168844,1,2,1,TRUE,decrease,TRUE,,"92.12"
225,cg13422881,1,1,1,TRUE,decrease,TRUE,,"6.85"
226,cg07411432,1,1,1,TRUE,decrease,TRUE,,"15.66"
227,cg14519350,1,1,1,TRUE,increase,TRUE,,"7.9"
228,cg11821440,1,1,1,TRUE,decrease,TRUE,,"4.43"
229,cg03964343,1,1,1,TRUE,decrease,TRUE,,"87.71"
230,cg04371288,1,1,1,TRUE,increase,TRUE,,"1.42"
231,cg11154070,1,1,1,TRUE,increase,TRUE,,"9.87"
232,cg11980791,1,2,1,TRUE,increase,TRUE,,"4.66"
233,cg17643699,1,1,1,TRUE,decrease,TRUE,,"10.15"
234,cg21044104,1,1,1,TRUE,increase,TRUE,,"79.51"
235,cg25344639,1,1,1,TRUE,decrease,TRUE,,"10.06"
236,cg05314639,1,1,1,TRUE,increase,TRUE,,"90.55"
237,cg10747529,1,2,1,TRUE,decrease,TRUE,,"24.54"
238,cg04264374,1,1,1,TRUE,increase,TRUE,,"4.15"
239,cg02566159,1,2,1,TRUE,increase,TRUE,,"3.3"
240,cg14041153,1,1,1,TRUE,decrease,TRUE,,"8.74"
241,cg03899909,1,1,1,TRUE,decrease,TRUE,,"14.58"
242,cg26105702,1,1,1,TRUE,decrease,TRUE,,"12.33"
243,cg03519451,1,1,1,TRUE,decrease,TRUE,,"11.55"
244,cg08576197,1,1,1,TRUE,increase,TRUE,,"7.45"
245,cg06142324,1,1,1,TRUE,decrease,TRUE,,"92.19"
246,cg03613077,1,1,1,TRUE,decrease,TRUE,,"6.68"
247,cg18717146,1,1,1,TRUE,increase,TRUE,,"22.88"
248,cg06593568,1,1,1,TRUE,increase,TRUE,,"2.66"
249,cg27297724,1,1,1,TRUE,decrease,TRUE,,"2.05"
250,cg05731991,1,1,1,TRUE,decrease,TRUE,,"7.79"
251,cg20525183,1,1,1,TRUE,decrease,TRUE,,"11.49"
252,cg15039414,1,1,1,TRUE,decrease,TRUE,,"7.21"
253,cg17714987,1,1,1,TRUE,increase,TRUE,,"57.76"
254,cg23074703,1,1,1,TRUE,decrease,TRUE,,"92.78"
255,cg05310071,1,1,1,TRUE,increase,TRUE,,"3.24"
256,cg11557938,1,1,1,TRUE,decrease,TRUE,,"5.2"
257,cg04047146,1,1,1,TRUE,increase,TRUE,,"21.79"
258,cg18420266,1,2,1,TRUE,decrease,TRUE,,"10.41"
259,cg00791249,1,1,1,TRUE,decrease,TRUE,,"6.85"
260,cg26952925,1,1,1,TRUE,decrease,TRUE,,"2.28"
261,cg11228480,1,1,1,TRUE,decrease,TRUE,,"20.34"
262,cg07006526,1,1,1,TRUE,decrease,TRUE,,"1.69"
263,cg11747349,1,1,1,TRUE,decrease,TRUE,,"13.23"
264,cg24744425,1,1,1,TRUE,decrease,TRUE,,"1.87"
265,cg06796806,1,1,1,TRUE,decrease,TRUE,,"1.32"
266,cg03700492,1,2,1,TRUE,increase,TRUE,,"7.06"
267,cg24159723,1,1,1,TRUE,decrease,TRUE,,"16.31"
268,cg15825116,1,1,1,TRUE,increase,TRUE,,"6.32"
269,cg03263549,1,1,1,TRUE,decrease,TRUE,,"16.28"
270,cg10185775,1,1,2,TRUE,decrease,TRUE,-0.32195,
271,cg04788987,1,1,2,TRUE,increase,TRUE,"0.41434",
272,cg26464482,1,2,2,TRUE,decrease,TRUE,-0.25852,
273,cg09319020,1,1,2,TRUE,decrease,TRUE,-0.29319,
274,cg15388107,1,1,2,TRUE,decrease,TRUE,-0.20404,
275,cg00032756,1,1,2,TRUE,decrease,TRUE,-0.30215,
276,cg06170203,1,1,2,TRUE,decrease,TRUE,-0.21725,
277,cg22851864,1,1,2,TRUE,increase,TRUE,"0.91302",
278,cg00650762,1,1,2,TRUE,decrease,TRUE,-0.14683,
279,cg22356484,1,1,2,TRUE,increase,TRUE,"0.14713",
280,cg19218082,1,2,2,TRUE,increase,TRUE,"1.4942",
281,cg04095045,1,1,2,TRUE,decrease,TRUE,-0.27736,
282,cg12457773,1,1,2,TRUE,decrease,TRUE,-0.19538,
283,cg18958202,1,1,2,TRUE,decrease,TRUE,-0.29068,
284,cg11767426,1,1,2,TRUE,decrease,TRUE,-0.26465,
285,cg26242888,1,2,2,TRUE,increase,TRUE,"0.30688",
286,cg24867524,1,1,2,TRUE,decrease,TRUE,-0.1686,
287,cg24731597,1,1,2,TRUE,decrease,TRUE,-0.28556,
288,cg15455392,1,1,2,TRUE,decrease,TRUE,-0.22485,
289,cg23028436,1,1,2,TRUE,decrease,TRUE,-0.24555,
290,cg01144053,1,1,2,TRUE,decrease,TRUE,-0.209,
291,cg11701615,1,1,2,TRUE,decrease,TRUE,-0.34733,
292,cg04733989,1,1,2,TRUE,decrease,TRUE,-0.23788,
293,cg00950244,1,1,2,TRUE,decrease,TRUE,-0.2321,
294,cg21989886,1,2,2,TRUE,decrease,TRUE,-0.18535,
295,cg25666403,1,1,2,TRUE,decrease,TRUE,-0.24361,
296,cg20526663,1,2,2,TRUE,decrease,TRUE,-0.12247,
297,cg04450332,1,1,2,TRUE,decrease,TRUE,-0.33053,
298,cg09260225,1,1,2,TRUE,decrease,TRUE,-0.21498,
299,cg12484487,1,2,2,TRUE,decrease,TRUE,-0.18139,
300,cg09968723,1,1,2,TRUE,decrease,TRUE,-0.60339,
301,cg26152017,1,1,2,TRUE,decrease,TRUE,-0.19018,
302,cg08549573,1,1,2,TRUE,increase,TRUE,"0.14249",
303,cg10335230,1,1,2,TRUE,decrease,TRUE,-0.23846,
304,cg19204924,1,1,2,TRUE,decrease,TRUE,-0.65702,
305,cg12009516,1,1,2,TRUE,increase,TRUE,"0.21627",
306,cg23821329,1,1,2,TRUE,decrease,TRUE,-0.24408,
307,cg10094651,1,1,2,TRUE,decrease,TRUE,-0.25867,
308,cg16788322,1,1,2,TRUE,decrease,TRUE,-0.27256,
309,cg12166018,1,1,2,TRUE,decrease,TRUE,-0.33837,
310,cg03196220,1,2,2,TRUE,decrease,TRUE,-0.21638,
311,cg09450024,1,1,2,TRUE,increase,TRUE,"0.7279",
312,cg17497560,1,1,2,TRUE,decrease,TRUE,-0.21105,
313,cg12198913,1,1,2,TRUE,decrease,TRUE,-0.40962,
314,cg15109851,1,1,2,TRUE,decrease,TRUE,-0.50048,
315,cg26091928,1,1,2,TRUE,decrease,TRUE,-0.22348,
316,cg05307908,1,1,2,TRUE,decrease,TRUE,-0.14281,
317,cg03855973,1,1,2,TRUE,increase,TRUE,"0.30434",
318,cg08339762,1,1,2,TRUE,decrease,TRUE,-0.28758,
319,cg22482502,1,1,2,TRUE,decrease,TRUE,-0.22517,
320,cg01879488,1,1,2,TRUE,decrease,TRUE,-0.25624,
321,ch.3.360440R,1,1,2,TRUE,decrease,TRUE,-0.29958,
322,cg14927929,1,1,2,TRUE,decrease,TRUE,-0.26009,
323,cg11412248,1,1,2,TRUE,decrease,TRUE,-0.4384,
324,cg01174459,1,2,2,TRUE,decrease,TRUE,-0.25998,
325,cg06212631,1,2,2,TRUE,decrease,TRUE,-0.29805,
326,cg02262037,1,1,2,TRUE,decrease,TRUE,-0.16324,
327,cg08899632,1,1,2,TRUE,decrease,TRUE,-0.2477,
328,cg18836485,1,1,2,TRUE,decrease,TRUE,-0.26569,
329,cg19104475,1,1,2,TRUE,decrease,TRUE,-0.22584,
330,cg23601586,1,1,2,TRUE,decrease,TRUE,-0.20914,
331,cg05894754,1,1,2,TRUE,increase,TRUE,"0.61749",
332,cg12573935,1,1,2,TRUE,decrease,TRUE,-0.25981,
333,cg21186296,1,1,2,TRUE,decrease,TRUE,-0.1922,
334,cg25721257,1,1,2,TRUE,decrease,TRUE,-0.32922,
335,cg07921818,1,1,2,TRUE,increase,TRUE,"0.29207",
336,cg20219329,1,1,2,TRUE,decrease,TRUE,-0.37549,
337,cg01824969,1,1,2,TRUE,decrease,TRUE,-0.25836,
338,cg19339179,1,1,2,TRUE,increase,TRUE,"0.27465",
339,cg20135711,1,1,2,TRUE,increase,TRUE,"0.51801",
340,cg16171849,1,2,2,TRUE,decrease,TRUE,-0.16899,
341,cg24219734,1,1,2,TRUE,decrease,TRUE,-0.20302,
342,cg24098326,1,2,2,TRUE,decrease,TRUE,-0.21478,
343,cg09881240,1,1,2,TRUE,decrease,TRUE,-0.13991,
344,cg03577502,1,2,2,TRUE,decrease,TRUE,-0.237,
345,cg01187920,1,1,2,TRUE,decrease,TRUE,-0.20527,
346,cg25337069,1,1,2,TRUE,decrease,TRUE,-0.23655,
347,cg21246271,1,1,2,TRUE,decrease,TRUE,-0.18897,
348,cg19733833,1,1,2,TRUE,decrease,TRUE,-0.14858,
349,ch.2.154349706F,1,1,2,TRUE,decrease,TRUE,-0.25571,
350,cg02523424,1,1,2,TRUE,decrease,TRUE,-0.28917,
351,cg11214001,1,1,2,TRUE,increase,TRUE,"0.41253",
352,cg05228196,1,1,2,TRUE,increase,TRUE,"0.33926",
353,cg20594809,1,1,2,TRUE,decrease,TRUE,-0.28731,
354,cg04376092,1,1,2,TRUE,increase,TRUE,"0.31172",
355,cg02882487,1,1,2,TRUE,decrease,TRUE,-0.1942,
356,cg13894301,1,1,2,TRUE,decrease,TRUE,-0.3937,
357,cg08740729,1,1,2,TRUE,decrease,TRUE,-0.37905,
358,cg26031613,1,1,2,TRUE,decrease,TRUE,-1.41734,
359,cg18876494,1,2,2,TRUE,decrease,TRUE,-0.15136,
360,cg19328682,1,2,2,TRUE,decrease,TRUE,-0.18069,
361,cg22041417,1,1,2,TRUE,decrease,TRUE,-0.30885,
362,cg13046688,1,1,2,TRUE,increase,TRUE,"0.42268",
363,cg26754214,1,1,2,TRUE,decrease,TRUE,-0.23042,
364,cg01856141,1,1,2,TRUE,decrease,TRUE,-0.1889,
365,cg07031243,1,2,2,TRUE,decrease,TRUE,-0.36447,
366,cg18779092,1,1,2,TRUE,decrease,TRUE,-0.37915,
367,cg16109415,1,2,2,TRUE,increase,TRUE,"0.26837",
368,cg10614021,1,1,2,TRUE,decrease,TRUE,-0.28848,
369,cg24348465,1,1,2,TRUE,decrease,TRUE,-0.22103,
370,cg00399374,1,1,2,TRUE,decrease,TRUE,-0.41225,
371,cg15684481,1,1,2,TRUE,decrease,TRUE,-0.22285,
372,cg05280131,1,1,2,TRUE,decrease,TRUE,-0.15096,
373,cg04251662,1,2,2,TRUE,increase,TRUE,"0.22764",
374,cg14117643,1,1,2,TRUE,decrease,TRUE,-0.19051,
375,cg04556854,1,1,2,TRUE,decrease,TRUE,-0.29421,
376,cg25698777,1,1,2,TRUE,decrease,TRUE,-0.2427,
377,cg07621758,1,1,2,TRUE,increase,TRUE,"0.19909",
378,cg20649991,1,1,2,TRUE,decrease,TRUE,-0.2471,
379,cg13950625,1,1,2,TRUE,decrease,TRUE,-0.26761,
380,cg01950474,1,1,2,TRUE,decrease,TRUE,-0.26236,
381,cg24964793,1,1,2,TRUE,increase,TRUE,"0.29457",
382,cg24546723,1,1,2,TRUE,decrease,TRUE,-0.30118,
383,cg21269045,1,1,2,TRUE,increase,TRUE,"0.23485",
384,cg08576184,1,1,2,TRUE,decrease,TRUE,-0.22812,
385,cg07564108,1,1,2,TRUE,decrease,TRUE,-0.18842,
386,cg00037681,1,1,2,TRUE,decrease,TRUE,-0.26276,
387,cg15929771,1,1,2,TRUE,increase,TRUE,"0.30974",
388,cg00372610,1,1,2,TRUE,decrease,TRUE,-0.19339,
389,cg22118524,1,1,2,TRUE,decrease,TRUE,-0.36284,
390,cg01895760,1,1,2,TRUE,increase,TRUE,"0.19518",
391,cg05090351,1,1,2,TRUE,decrease,TRUE,-0.51941,
392,cg23821003,1,1,2,TRUE,increase,TRUE,"0.14027",
393,cg17014947,1,1,2,TRUE,increase,TRUE,"0.33241",
394,cg03487269,1,2,2,TRUE,increase,TRUE,"0.35777",
395,cg10397322,1,1,2,TRUE,decrease,TRUE,-0.42589,
396,cg16968115,1,1,2,TRUE,decrease,TRUE,-0.24461,
397,cg09253762,1,1,2,TRUE,decrease,TRUE,-0.19385,
398,cg09174480,1,1,2,TRUE,decrease,TRUE,-0.28085,
399,cg11309696,1,1,2,TRUE,decrease,TRUE,-0.30055,
